S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7935,13/08/2020,Tamil Nadu,314520,52929,256313,5278
7936,14/08/2020,Tamil Nadu,320355,53499,261459,5397
7937,15/08/2020,Tamil Nadu,326245,53716,267015,5514
7938,16/08/2020,Tamil Nadu,332105,54213,272251,5641
7939,17/08/2020,Tamil Nadu,338055,54019,278270,5766
7940,18/08/2020,Tamil Nadu,343945,54122,283937,5886
7941,19/08/2020,Tamil Nadu,349654,53860,289787,6007
7942,20/08/2020,Tamil Nadu,355449,53155,296171,6123
7943,21/08/2020,Tamil Nadu,361435,53283,301913,6239
7944,22/08/2020,Tamil Nadu,367430,53413,307677,6340
7945,23/08/2020,Tamil Nadu,373410,53710,313280,6420
7946,24/08/2020,Tamil Nadu,379385,53541,319327,6517
7947,25/08/2020,Tamil Nadu,385352,53282,325456,6614
7948,26/08/2020,Tamil Nadu,391303,52128,332454,6721
7949,27/08/2020,Tamil Nadu,397261,52362,338060,6839
7950,28/08/2020,Tamil Nadu,403242,52364,343930,6948
7951,29/08/2020,Tamil Nadu,409238,52506,349682,7050
7952,30/08/2020,Tamil Nadu,415590,52726,355727,7137
7953,31/08/2020,Tamil Nadu,422085,52721,362133,7231
7954,01/09/2020,Tamil Nadu,428041,52578,368141,7322
7955,02/09/2020,Tamil Nadu,433969,52379,374172,7418
7956,03/09/2020,Tamil Nadu,439959,52380,380063,7516
7957,04/09/2020,Tamil Nadu,445851,52070,386173,7608
7958,05/09/2020,Tamil Nadu,451827,51633,392507,7687
7959,06/09/2020,Tamil Nadu,457697,51583,398366,7748
7960,07/09/2020,Tamil Nadu,463480,51458,404186,7836
7961,08/09/2020,Tamil Nadu,469256,51215,410116,7925
7962,09/09/2020,Tamil Nadu,474940,50213,416715,8012
7963,10/09/2020,Tamil Nadu,480524,49203,423231,8090
7964,11/09/2020,Tamil Nadu,486052,48482,429416,8154
7965,12/09/2020,Tamil Nadu,491571,47918,435422,8231
7966,13/09/2020,Tamil Nadu,497066,47110,441649,8307
7967,14/09/2020,Tamil Nadu,502759,47012,447366,8381
7968,15/09/2020,Tamil Nadu,508511,46912,453165,8434
7969,16/09/2020,Tamil Nadu,514208,46806,458900,8502
7970,17/09/2020,Tamil Nadu,519860,46633,464668,8559
7971,18/09/2020,Tamil Nadu,525420,46610,470192,8618
7972,19/09/2020,Tamil Nadu,530908,46506,475717,8685
7973,20/09/2020,Tamil Nadu,536477,46453,481273,8751
7974,21/09/2020,Tamil Nadu,541993,46703,486479,8811
7975,22/09/2020,Tamil Nadu,547337,46495,491971,8871
7976,23/09/2020,Tamil Nadu,552674,46350,497377,8947
7977,24/09/2020,Tamil Nadu,557999,46249,502740,9010
7978,25/09/2020,Tamil Nadu,563691,46405,508210,9076
7979,26/09/2020,Tamil Nadu,569370,46386,513836,9148
7980,27/09/2020,Tamil Nadu,575017,46336,519448,9233
7981,28/09/2020,Tamil Nadu,580808,46341,525154,9313
7982,29/09/2020,Tamil Nadu,586397,46306,530708,9383
7983,30/09/2020,Tamil Nadu,591943,46281,536209,9453
7984,01/10/2020,Tamil Nadu,597602,46263,541819,9520
7985,02/10/2020,Tamil Nadu,603290,46369,547335,9586
7986,03/10/2020,Tamil Nadu,608885,46294,552938,9653
7987,04/10/2020,Tamil Nadu,614507,46255,558534,9718
7988,05/10/2020,Tamil Nadu,619996,46120,564092,9784
7989,06/10/2020,Tamil Nadu,625391,45881,569664,9846
7990,07/10/2020,Tamil Nadu,630408,45279,575212,9917
7991,08/10/2020,Tamil Nadu,635855,45135,580736,9984
7992,09/10/2020,Tamil Nadu,640943,44437,586454,10052
7993,10/10/2020,Tamil Nadu,646128,44197,591811,10120
7994,11/10/2020,Tamil Nadu,651370,44150,597033,10187
7995,12/10/2020,Tamil Nadu,656385,44095,602038,10252
7996,13/10/2020,Tamil Nadu,661264,43747,607203,10314
7997,14/10/2020,Tamil Nadu,665930,43239,612320,10371
7998,15/10/2020,Tamil Nadu,670392,42566,617403,10423
7999,16/10/2020,Tamil Nadu,674802,41872,622458,10472
8000,17/10/2020,Tamil Nadu,679191,40959,627703,10529
8001,18/10/2020,Tamil Nadu,683486,40192,632708,10586
8002,19/10/2020,Tamil Nadu,687400,39121,637637,10642
8003,20/10/2020,Tamil Nadu,690936,38093,642152,10691
8004,21/10/2020,Tamil Nadu,694030,36734,646555,10741
8005,22/10/2020,Tamil Nadu,697116,35480,650856,10780
8006,23/10/2020,Tamil Nadu,700193,34198,655170,10825
8007,24/10/2020,Tamil Nadu,703250,32960,659432,10858
8008,25/10/2020,Tamil Nadu,706136,31787,663456,10893
8009,26/10/2020,Tamil Nadu,709005,30606,667475,10924
8010,27/10/2020,Tamil Nadu,711713,29268,671489,10956
8011,28/10/2020,Tamil Nadu,714235,27734,675518,10983
8012,29/10/2020,Tamil Nadu,716751,26356,679377,11018
8013,30/10/2020,Tamil Nadu,719403,24886,683464,11053
8014,31/10/2020,Tamil Nadu,722011,23532,687388,11091
8015,01/11/2020,Tamil Nadu,724522,22164,691236,11122
8016,02/11/2020,Tamil Nadu,727026,20994,694880,11152
8017,03/11/2020,Tamil Nadu,729507,19504,698820,11183
8018,04/11/2020,Tamil Nadu,731942,19201,701527,11214
8019,05/11/2020,Tamil Nadu,734429,19154,704031,11244
8020,06/11/2020,Tamil Nadu,736777,19061,706444,11272
8021,07/11/2020,Tamil Nadu,739147,19002,708846,11299
8022,08/11/2020,Tamil Nadu,741488,18966,711198,11324
8023,09/11/2020,Tamil Nadu,743822,18894,713584,11344
8024,10/11/2020,Tamil Nadu,746079,18825,715892,11362
8025,11/11/2020,Tamil Nadu,748225,18709,718129,11387
8026,12/11/2020,Tamil Nadu,750409,18655,720339,11415
8027,13/11/2020,Tamil Nadu,752521,18395,722686,11440
8028,14/11/2020,Tamil Nadu,754460,17748,725258,11454
8029,15/11/2020,Tamil Nadu,756372,17154,727752,11466
8030,16/11/2020,Tamil Nadu,758191,16441,730272,11478
8031,17/11/2020,Tamil Nadu,759916,15765,732656,11495
8032,18/11/2020,Tamil Nadu,761568,15085,734970,11513
8033,19/11/2020,Tamil Nadu,763282,14470,737281,11531
8034,20/11/2020,Tamil Nadu,764989,13907,739532,11550
8035,21/11/2020,Tamil Nadu,766677,13404,741705,11568
8036,22/11/2020,Tamil Nadu,768340,12916,743838,11586
8037,23/11/2020,Tamil Nadu,769995,12542,745848,11605
8038,24/11/2020,Tamil Nadu,771619,12245,747752,11622
8039,25/11/2020,Tamil Nadu,773176,11875,749662,11639
8040,26/11/2020,Tamil Nadu,774710,11520,751535,11655
8041,27/11/2020,Tamil Nadu,776174,11173,753332,11669
8042,28/11/2020,Tamil Nadu,777616,11109,754826,11681
8043,29/11/2020,Tamil Nadu,779046,11073,756279,11694
8044,30/11/2020,Tamil Nadu,780505,11052,757750,11703
8045,01/12/2020,Tamil Nadu,781915,10997,759206,11712
8046,02/12/2020,Tamil Nadu,783319,10980,760617,11722
8047,12/03/2020,Telangana,1,1,0,0
8048,13/03/2020,Telangana,1,1,0,0
8049,14/03/2020,Telangana,1,1,0,0
8050,15/03/2020,Telangana,3,2,1,0
8051,16/03/2020,Telangana,3,2,1,0
8052,17/03/2020,Telangana,5,4,1,0
8053,18/03/2020,Telangana,5,4,1,0
8054,19/03/2020,Telangana,6,5,1,0
8055,20/03/2020,Telangana,16,15,1,0
8056,21/03/2020,Telangana,19,18,1,0
8057,22/03/2020,Telangana,22,21,1,0
8058,23/03/2020,Telangana,32,31,1,0
8059,24/03/2020,Telangana,32,31,1,0
8060,25/03/2020,Telangana,35,34,1,0
8061,26/03/2020,Telangana,41,40,1,0
8062,27/03/2020,Telangana,45,44,1,0
8063,28/03/2020,Telangana,56,55,1,0
8064,29/03/2020,Telangana,66,64,1,1
8065,30/03/2020,Telangana,69,67,1,1
8066,31/03/2020,Telangana,79,77,1,1
8067,01/04/2020,Telangana,94,90,1,3
8068,02/04/2020,Telangana,96,92,1,3
8069,03/04/2020,Telangana,107,103,1,3
8070,04/04/2020,Telangana,158,150,1,7
8071,05/04/2020,Telangana,269,230,32,7
8072,06/04/2020,Telangana,321,280,34,7
8073,07/04/2020,Telangana,321,280,34,7
8074,08/04/2020,Telangana,364,322,35,7
8075,09/04/2020,Telangana,427,385,35,7
8076,10/04/2020,Telangana,442,400,35,7
8077,11/04/2020,Telangana,473,423,43,7
8078,12/04/2020,Telangana,504,452,43,9
8079,13/04/2020,Telangana,504,452,43,9
8080,14/04/2020,Telangana,562,446,100,16
8081,15/04/2020,Telangana,624,507,100,17
8082,16/04/2020,Telangana,647,509,120,18
8083,17/04/2020,Telangana,700,496,186,18
8084,18/04/2020,Telangana,766,562,186,18
8085,19/04/2020,Telangana,809,605,186,18
8086,20/04/2020,Telangana,844,640,186,18
8087,21/04/2020,Telangana,873,660,190,23
8088,22/04/2020,Telangana,928,711,194,23
8089,23/04/2020,Telangana,945,728,194,23
8090,24/04/2020,Telangana,960,739,197,24
8091,25/04/2020,Telangana,984,705,253,26
8092,26/04/2020,Telangana,991,685,280,26
8093,27/04/2020,Telangana,1002,696,280,26
8094,28/04/2020,Telangana,1004,657,321,26
8095,29/04/2020,Telangana,1004,657,321,26
8096,30/04/2020,Telangana,1012,619,367,26
8097,01/05/2020,Telangana,1038,615,397,26
8098,02/05/2020,Telangana,1039,572,441,26
8099,03/05/2020,Telangana,1063,577,458,28
8100,04/05/2020,Telangana,1082,563,490,29
8101,05/05/2020,Telangana,1085,471,585,29
8102,06/05/2020,Telangana,1096,482,585,29
8103,07/05/2020,Telangana,1107,450,628,29
8104,08/05/2020,Telangana,1123,444,650,29
8105,09/05/2020,Telangana,1133,404,700,29
8106,10/05/2020,Telangana,1163,383,750,30
8107,11/05/2020,Telangana,1196,416,750,30
8108,12/05/2020,Telangana,1275,445,800,30
8109,13/05/2020,Telangana,1326,464,830,32
8110,14/05/2020,Telangana,1367,393,940,34
8111,15/05/2020,Telangana,1414,430,950,34
8112,16/05/2020,Telangana,1454,461,959,34
8113,17/05/2020,Telangana,1509,504,971,34
8114,18/05/2020,Telangana,1551,525,992,34
8115,19/05/2020,Telangana,1597,562,1000,35
8116,20/05/2020,Telangana,1634,586,1010,38
8117,21/05/2020,Telangana,1661,606,1015,40
8118,22/05/2020,Telangana,1699,619,1035,45
8119,23/05/2020,Telangana,1761,673,1043,45
8120,24/05/2020,Telangana,1813,699,1065,49
8121,25/05/2020,Telangana,1854,711,1090,53
8122,26/05/2020,Telangana,1920,700,1164,56
8123,27/05/2020,Telangana,1991,650,1284,57
8124,28/05/2020,Telangana,2098,751,1284,63
8125,29/05/2020,Telangana,2256,844,1345,67
8126,30/05/2020,Telangana,2425,973,1381,71
8127,31/05/2020,Telangana,2499,1010,1412,77
8128,01/06/2020,Telangana,2698,1188,1428,82
8129,02/06/2020,Telangana,2792,1213,1491,88
8130,03/06/2020,Telangana,2891,1273,1526,92
8131,04/06/2020,Telangana,3020,1365,1556,99
8132,05/06/2020,Telangana,3147,1455,1587,105
8133,06/06/2020,Telangana,3290,1550,1627,113
8134,07/06/2020,Telangana,3496,1663,1710,123
8135,08/06/2020,Telangana,3580,1747,1710,123
8136,09/06/2020,Telangana,3650,1803,1710,137
8137,10/06/2020,Telangana,3920,1963,1809,148
8138,11/06/2020,Telangana,4111,2138,1817,156
8139,12/06/2020,Telangana,4320,2162,1993,165
8140,13/06/2020,Telangana,4484,2032,2278,174
8141,14/06/2020,Telangana,4737,2203,2352,182
8142,15/06/2020,Telangana,4974,2412,2377,185
8143,16/06/2020,Telangana,5193,2240,2766,187
8144,17/06/2020,Telangana,5406,2188,3027,191
8145,18/06/2020,Telangana,5675,2412,3071,192
8146,19/06/2020,Telangana,6027,2531,3301,195
8147,20/06/2020,Telangana,6526,2975,3353,198
8148,21/06/2020,Telangana,7072,3363,3506,203
8149,22/06/2020,Telangana,7802,3861,3731,210
8150,23/06/2020,Telangana,8674,4452,4005,217
8151,24/06/2020,Telangana,9553,5109,4224,220
8152,25/06/2020,Telangana,10444,5858,4361,225
8153,26/06/2020,Telangana,11364,6446,4688,230
8154,27/06/2020,Telangana,12349,7346,4766,237
8155,28/06/2020,Telangana,13436,8265,4928,243
8156,29/06/2020,Telangana,14419,9000,5172,247
8157,30/06/2020,Telangana,15394,9559,5582,253
8158,01/07/2020,Telangana,16339,8785,7294,260
8159,02/07/2020,Telangana,17357,9008,8082,267
8160,03/07/2020,Telangana,18570,9226,9069,275
8161,04/07/2020,Telangana,20462,9984,10195,283
8162,05/07/2020,Telangana,22312,10487,11537,288
8163,06/07/2020,Telangana,23902,10904,12703,295
8164,07/07/2020,Telangana,25733,10646,14781,306
8165,08/07/2020,Telangana,27612,11012,16287,313
8166,09/07/2020,Telangana,29536,11933,17279,324
8167,10/07/2020,Telangana,30946,12423,18192,331
8168,11/07/2020,Telangana,32224,12680,19205,339
8169,12/07/2020,Telangana,33402,12135,20919,348
8170,13/07/2020,Telangana,34671,11833,22482,356
8171,14/07/2020,Telangana,36221,12177,23679,365
8172,15/07/2020,Telangana,37745,12530,24840,375
8173,16/07/2020,Telangana,39342,12957,25999,386
8174,17/07/2020,Telangana,41018,13327,27295,396
8175,18/07/2020,Telangana,42496,13388,28705,403
8176,19/07/2020,Telangana,43780,12764,30607,409
8177,20/07/2020,Telangana,45076,12223,32438,415
8178,21/07/2020,Telangana,46274,11529,34323,422
8179,22/07/2020,Telangana,47705,9891,37385,429
8180,23/07/2020,Telangana,49259,11155,37666,438
8181,24/07/2020,Telangana,50826,11052,39327,447
8182,25/07/2020,Telangana,52466,11677,40334,455
8183,26/07/2020,Telangana,52466,11677,40334,455
8184,27/07/2020,Telangana,54059,12264,41332,463
8185,28/07/2020,Telangana,57142,13753,42909,480
8186,29/07/2020,Telangana,57142,13753,42909,480
8187,30/07/2020,Telangana,58906,14663,43751,492
8188,31/07/2020,Telangana,60717,15640,44572,505
8189,01/08/2020,Telangana,62703,16796,45388,519
8190,02/08/2020,Telangana,64786,17754,46502,530
8191,03/08/2020,Telangana,66677,18547,47590,540
8192,04/08/2020,Telangana,68946,18708,49675,563
8193,05/08/2020,Telangana,70958,19568,50814,576
8194,06/08/2020,Telangana,73050,20358,52103,589
8195,07/08/2020,Telangana,75257,21417,53239,601
8196,08/08/2020,Telangana,77513,22568,54330,615
8197,09/08/2020,Telangana,79495,22869,55999,627
8198,10/08/2020,Telangana,80751,22528,57586,637
8199,11/08/2020,Telangana,82647,22628,59374,645
8200,12/08/2020,Telangana,84544,22596,61294,654
8201,13/08/2020,Telangana,86475,22736,63074,665
8202,14/08/2020,Telangana,88396,23438,64284,674
8203,15/08/2020,Telangana,90259,23379,66196,684
8204,16/08/2020,Telangana,91361,22542,68126,693
8205,17/08/2020,Telangana,92255,21420,70132,703
8206,18/08/2020,Telangana,93937,21024,72202,711
8207,19/08/2020,Telangana,95700,20990,73991,719
8208,20/08/2020,Telangana,97424,21509,75186,729
8209,21/08/2020,Telangana,99391,21687,76967,737
8210,22/08/2020,Telangana,101865,22386,78735,744
8211,23/08/2020,Telangana,104249,22908,80586,755
8212,24/08/2020,Telangana,106091,22919,82411,761
8213,25/08/2020,Telangana,108670,23737,84163,770
8214,26/08/2020,Telangana,111688,25685,85223,780
8215,27/08/2020,Telangana,114483,27600,86095,788
8216,28/08/2020,Telangana,117415,28941,87675,799
8217,29/08/2020,Telangana,120166,30008,89350,808
8218,30/08/2020,Telangana,123090,31284,90988,818
8219,31/08/2020,Telangana,124963,31299,92837,827
8220,01/09/2020,Telangana,127697,31699,95162,836
8221,02/09/2020,Telangana,130589,32341,97402,846
8222,03/09/2020,Telangana,133406,32537,100013,856
8223,04/09/2020,Telangana,135884,32994,102024,866
8224,05/09/2020,Telangana,138395,32915,104603,877
8225,06/09/2020,Telangana,140969,32553,107530,886
8226,07/09/2020,Telangana,142771,31635,110241,895
8227,08/09/2020,Telangana,145163,31670,112587,906
8228,09/09/2020,Telangana,147642,31654,115072,916
8229,10/09/2020,Telangana,150176,32106,117143,927
8230,11/09/2020,Telangana,152602,32195,119467,940
8231,12/09/2020,Telangana,154880,32005,121925,950
8232,13/09/2020,Telangana,157096,31607,124528,961
8233,14/09/2020,Telangana,158513,30532,127007,974
8234,15/09/2020,Telangana,160571,30400,129187,984
8235,16/09/2020,Telangana,162844,30401,131447,996
8236,17/09/2020,Telangana,165003,30443,133555,1005
8237,18/09/2020,Telangana,167046,30673,135357,1016
8238,19/09/2020,Telangana,169169,30636,137508,1025
8239,20/09/2020,Telangana,171306,30573,139700,1033
8240,21/09/2020,Telangana,172608,29636,141930,1042
8241,22/09/2020,Telangana,174774,29649,144073,1052
8242,23/09/2020,Telangana,177070,29873,146135,1062
8243,24/09/2020,Telangana,179246,30037,148139,1070
8244,25/09/2020,Telangana,181627,30387,150160,1080
8245,26/09/2020,Telangana,183866,30334,152441,1091
8246,27/09/2020,Telangana,185833,30234,154499,1100
8247,28/09/2020,Telangana,187211,29673,156431,1107
8248,29/09/2020,Telangana,189283,29477,158690,1116
8249,30/09/2020,Telangana,191386,29326,160933,1127
8250,01/10/2020,Telangana,193600,29058,163407,1135
8251,02/10/2020,Telangana,195609,28620,165844,1145
8252,03/10/2020,Telangana,197327,28328,167846,1153
8253,04/10/2020,Telangana,199276,27901,170212,1163
8254,05/10/2020,Telangana,200611,27052,172388,1171
8255,06/10/2020,Telangana,202594,26644,174769,1181
8256,07/10/2020,Telangana,204748,26551,177008,1189
8257,08/10/2020,Telangana,206644,26368,179075,1201
8258,09/10/2020,Telangana,208535,26374,180953,1208
8259,10/10/2020,Telangana,210346,26104,183025,1217
8260,11/10/2020,Telangana,212063,25713,185128,1222
8261,12/10/2020,Telangana,213084,24514,187342,1228
8262,13/10/2020,Telangana,214792,24208,189351,1233
8263,14/10/2020,Telangana,216238,23728,191269,1241
8264,15/10/2020,Telangana,217670,23203,193218,1249
8265,16/10/2020,Telangana,219224,23315,194653,1256
8266,17/10/2020,Telangana,220675,22774,196636,1265
8267,18/10/2020,Telangana,222111,22050,198790,1271
8268,19/10/2020,Telangana,223059,21098,200686,1275
8269,20/10/2020,Telangana,224545,20686,202577,1282
8270,21/10/2020,Telangana,226124,20449,204388,1287
8271,22/10/2020,Telangana,227580,20183,206105,1292
8272,23/10/2020,Telangana,229001,20377,207326,1298
8273,24/10/2020,Telangana,230274,19937,209034,1303
8274,25/10/2020,Telangana,231252,19465,210480,1307
8275,26/10/2020,Telangana,231834,18611,211912,1311
8276,27/10/2020,Telangana,232671,17890,213466,1315
8277,28/10/2020,Telangana,234152,17916,214917,1319
8278,29/10/2020,Telangana,235656,17979,216353,1324
8279,30/10/2020,Telangana,237187,18456,217401,1330
8280,31/10/2020,Telangana,238632,18409,218887,1336
8281,01/11/2020,Telangana,240048,18241,220466,1341
8282,02/11/2020,Telangana,240970,17630,221992,1348
8283,03/11/2020,Telangana,242506,17742,223413,1351
8284,04/11/2020,Telangana,244143,18100,224686,1357
8285,05/11/2020,Telangana,245682,18656,225664,1362
8286,06/11/2020,Telangana,247284,19272,226646,1366
8287,07/11/2020,Telangana,248891,19936,227583,1372
8288,08/11/2020,Telangana,250331,19890,229064,1377
8289,09/11/2020,Telangana,251188,19239,230568,1381
8290,10/11/2020,Telangana,252455,18581,232489,1385
8291,11/11/2020,Telangana,253651,18027,234234,1390
8292,12/11/2020,Telangana,254666,17323,235950,1393
8293,13/11/2020,Telangana,255663,17094,237172,1397
8294,14/11/2020,Telangana,256713,16404,238908,1401
8295,15/11/2020,Telangana,257374,15425,240545,1404
8296,16/11/2020,Telangana,257876,14385,242084,1407
8297,17/11/2020,Telangana,258828,13732,243686,1410
8298,18/11/2020,Telangana,259776,13068,245293,1415
8299,19/11/2020,Telangana,260834,12682,246733,1419
8300,20/11/2020,Telangana,261728,12515,247790,1423
8301,21/11/2020,Telangana,262653,12070,249157,1426
8302,22/11/2020,Telangana,263526,11643,250453,1430
8303,23/11/2020,Telangana,264128,11227,251468,1433
8304,24/11/2020,Telangana,265049,11047,252565,1437
8305,25/11/2020,Telangana,266042,10886,253715,1441
8306,26/11/2020,Telangana,266904,10784,254676,1444
8307,27/11/2020,Telangana,267665,10839,255378,1448
8308,28/11/2020,Telangana,268418,10637,256330,1451
8309,29/11/2020,Telangana,269223,10490,257278,1455
8310,30/11/2020,Telangana,269816,10022,258336,1458
8311,01/12/2020,Telangana,270318,9627,259230,1461
8312,02/12/2020,Telangana,270883,9266,260155,1462
8313,07/04/2020,Tripura,1,1,0,0
8314,08/04/2020,Tripura,1,1,0,0
8315,09/04/2020,Tripura,1,1,0,0
8316,10/04/2020,Tripura,1,1,0,0
8317,11/04/2020,Tripura,1,1,0,0
8318,12/04/2020,Tripura,2,2,0,0
8319,13/04/2020,Tripura,2,2,0,0
8320,14/04/2020,Tripura,2,2,0,0
8321,15/04/2020,Tripura,2,2,0,0
8322,16/04/2020,Tripura,2,1,1,0
8323,17/04/2020,Tripura,2,1,1,0
8324,18/04/2020,Tripura,2,1,1,0
8325,19/04/2020,Tripura,2,1,1,0
8326,20/04/2020,Tripura,2,1,1,0
8327,21/04/2020,Tripura,2,1,1,0
8328,22/04/2020,Tripura,2,1,1,0
8329,23/04/2020,Tripura,2,1,1,0
8330,24/04/2020,Tripura,2,1,1,0
8331,25/04/2020,Tripura,2,1,1,0
8332,26/04/2020,Tripura,2,0,2,0
8333,27/04/2020,Tripura,2,0,2,0
8334,28/04/2020,Tripura,2,0,2,0
8335,29/04/2020,Tripura,2,0,2,0
8336,30/04/2020,Tripura,2,0,2,0
8337,01/05/2020,Tripura,2,0,2,0
8338,02/05/2020,Tripura,2,0,2,0
8339,03/05/2020,Tripura,4,2,2,0
8340,04/05/2020,Tripura,16,14,2,0
8341,05/05/2020,Tripura,29,27,2,0
8342,06/05/2020,Tripura,43,41,2,0
8343,07/05/2020,Tripura,43,41,2,0
8344,08/05/2020,Tripura,65,63,2,0
8345,09/05/2020,Tripura,118,116,2,0
8346,10/05/2020,Tripura,134,132,2,0
8347,11/05/2020,Tripura,150,148,2,0
8348,12/05/2020,Tripura,152,150,2,0
8349,13/05/2020,Tripura,154,152,2,0
8350,14/05/2020,Tripura,155,139,16,0
8351,15/05/2020,Tripura,156,127,29,0
8352,16/05/2020,Tripura,156,114,42,0
8353,17/05/2020,Tripura,167,103,64,0
8354,18/05/2020,Tripura,167,82,85,0
8355,19/05/2020,Tripura,167,82,85,0
8356,20/05/2020,Tripura,173,57,116,0
8357,21/05/2020,Tripura,173,40,133,0
8358,22/05/2020,Tripura,173,25,148,0
8359,23/05/2020,Tripura,175,23,152,0
8360,24/05/2020,Tripura,189,36,153,0
8361,25/05/2020,Tripura,191,26,165,0
8362,26/05/2020,Tripura,194,29,165,0
8363,27/05/2020,Tripura,207,42,165,0
8364,28/05/2020,Tripura,230,65,165,0
8365,29/05/2020,Tripura,242,75,167,0
8366,30/05/2020,Tripura,251,80,171,0
8367,31/05/2020,Tripura,268,96,172,0
8368,01/06/2020,Tripura,313,140,173,0
8369,02/06/2020,Tripura,420,247,173,0
8370,03/06/2020,Tripura,468,295,173,0
8371,04/06/2020,Tripura,468,295,173,0
8372,05/06/2020,Tripura,644,471,173,0
8373,06/06/2020,Tripura,692,519,173,0
8374,07/06/2020,Tripura,747,574,173,0
8375,08/06/2020,Tripura,800,608,192,0
8376,09/06/2020,Tripura,838,646,192,0
8377,10/06/2020,Tripura,864,671,192,1
8378,11/06/2020,Tripura,895,655,239,1
8379,12/06/2020,Tripura,913,634,278,1
8380,13/06/2020,Tripura,961,682,278,1
8381,14/06/2020,Tripura,1046,730,315,1
8382,15/06/2020,Tripura,1076,760,315,1
8383,16/06/2020,Tripura,1086,652,433,1
8384,17/06/2020,Tripura,1092,658,433,1
8385,18/06/2020,Tripura,1135,578,556,1
8386,19/06/2020,Tripura,1155,515,639,1
8387,20/06/2020,Tripura,1178,520,657,1
8388,21/06/2020,Tripura,1186,505,680,1
8389,22/06/2020,Tripura,1221,461,759,1
8390,23/06/2020,Tripura,1237,454,782,1
8391,24/06/2020,Tripura,1259,451,807,1
8392,25/06/2020,Tripura,1259,361,897,1
8393,26/06/2020,Tripura,1290,270,1019,1
8394,27/06/2020,Tripura,1325,269,1055,1
8395,28/06/2020,Tripura,1334,262,1071,1
